Sobic.001G099100	(1 of 3) K01179 - endoglucanase (E3.2.1.4)
Sobic.001G099300	(1 of 1) PTHR15486//PTHR15486:SF23 - ANCIENT UBIQUITOUS PROTEIN // SUBFAMILY NOT NAMED
Sobic.001G099400	(1 of 2) PTHR11654//PTHR11654:SF156 - OLIGOPEPTIDE TRANSPORTER-RELATED // SUBFAMILY NOT NAMED
Sobic.001G099500	(1 of 19) PF12796//PF13962 - Ankyrin repeats (3 copies) (Ank_2) // Domain of unknown function (PGG)
Sobic.001G099600	(1 of 19) PF12796//PF13962 - Ankyrin repeats (3 copies) (Ank_2) // Domain of unknown function (PGG)
--------------	Bin 82
Sobic.001G139300	similar to Putative uncharacterized protein
Sobic.001G139400	
Sobic.001G139500	
Sobic.001G139600	
Sobic.001G139700	Predicted protein
Sobic.001G140101	
Sobic.001G139750	
Sobic.001G139800	(1 of 8) PF08879//PF08880 - WRC (WRC) // QLQ (QLQ)
Sobic.001G139850	
Sobic.001G139900	(1 of 1) PTHR12064//PTHR12064:SF30 - ANCIENT CONSERVED DOMAIN PROTEIN-RELATED // SUBFAMILY NOT NAMED
Sobic.001G140000	(1 of 1) PTHR13018//PTHR13018:SF44 - PROBABLE MEMBRANE PROTEIN DUF221-RELATED // SUBFAMILY NOT NAMED
--------------	Bin 89
Sobic.001G150100	
Sobic.001G150650	
Sobic.001G150700	(1 of 14) PF07797 - Protein of unknown function (DUF1639) (DUF1639)
Sobic.001G150901	
Sobic.001G151400	(1 of 2) 2.5.1.43 - Nicotianamine synthase
Sobic.001G150200	(1 of 8) PF07645//PF07714//PF13947 - Calcium-binding EGF domain (EGF_CA) // Protein tyrosine kinase (Pkinase_Tyr) // Wall-associated receptor kinase galacturonan-binding (GUB_WAK_bind)
Sobic.001G150300	(1 of 10) 1.13.11.19 - Cysteamine dioxygenase / Persulfurase
Sobic.001G150600	(1 of 1) PTHR24314:SF6 - CHLOROPHYLL(IDE) B REDUCTASE NOL, CHLOROPLASTIC
Sobic.001G150800	(1 of 1) PTHR31587:SF3 - F1K23.6
Sobic.001G151000	(1 of 1) PTHR11785//PTHR11785:SF411 - AMINO ACID TRANSPORTER // CATIONIC AMINO ACID TRANSPORTER 2, VACUOLAR-RELATED
Sobic.001G151100	(1 of 1) K12580 - CCR4-NOT transcription complex subunit 3 (CNOT3, NOT3)
Sobic.001G151200	(1 of 1) PTHR10024//PTHR10024:SF172 - SYNAPTOTAGMIN // C2 AND PLANT PHOSPHORIBOSYLTRANSFERASE DOMAIN-CONTAINING PROTEIN
Sobic.001G151300	(1 of 48) PF01535//PF13041//PF14432 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // DYW family of nucleic acid deaminases (DYW_deaminase)
Sobic.001G151500	(1 of 1) PTHR12385//PTHR12385:SF50 - CTL TRANSPORTER // SUBFAMILY NOT NAMED
Sobic.001G151600	(1 of 1) PTHR12917//PTHR12917:SF19 - ASPARTYL PROTEASE DDI-RELATED // SUBFAMILY NOT NAMED
Sobic.001G151700	(1 of 1) K02435 - aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C (gatC, GATC)
Sobic.001G151800	(1 of 2) K16275 - E3 ubiquitin-protein ligase BAH [EC:6.3.2.19] (BAH, NLA)
Sobic.001G151900	(1 of 1) PTHR31422//PTHR31422:SF0 - FAMILY NOT NAMED // F26K24.14 PROTEIN-RELATED
Sobic.001G152000	(1 of 2) K14536 - ribosome assembly protein 1 (RIA1)
--------------	Bin 106
Sobic.001G178200	
Sobic.001G178900	(1 of 25) PF04520 - Senescence regulator (Senescence_reg)
Sobic.001G179100	(1 of 1) PTHR32429:SF9 - POST-ILLUMINATION CHLOROPHYLL FLUORESCENCE INCREASE PROTEIN
Sobic.001G178100	(1 of 1) K10047 - inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase (VTC4)
Sobic.001G178250	
Sobic.001G178300	(1 of 1) PTHR10887:SF366 - DNA-BINDING PROTEIN-RELATED
Sobic.001G178400	(1 of 1) PTHR22594//PTHR22594:SF35 - ASPARTYL/LYSYL-TRNA SYNTHETASE // LYSINE--TRNA LIGASE
Sobic.001G178500	(1 of 1) K02965 - small subunit ribosomal protein S19 (RP-S19, rpsS)
Sobic.001G178600	(1 of 1) PTHR23339 - TYROSINE SPECIFIC PROTEIN PHOSPHATASE AND DUAL SPECIFICITY PROTEIN PHOSPHATASE
Sobic.001G178700	(1 of 1) PTHR23155//PTHR23155:SF499 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sobic.001G178800	
Sobic.001G179000	(1 of 2) K03014 - DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RPB6, POLR2F)
Sobic.001G179200	(1 of 1) PTHR10994:SF69 - PROLINE-RICH PROTEIN 18
--------------	Bin 127
Sobic.001G206300	(1 of 30) PF02701 - Dof domain, zinc finger (zf-Dof)
Sobic.001G206600	(1 of 3) K12200 - programmed cell death 6-interacting protein (PDCD6IP, ALIX, RIM20)
Sobic.001G207100	
Sobic.001G206400	(1 of 22) PF06749 - Protein of unknown function (DUF1218) (DUF1218)
Sobic.001G206500	(1 of 1) PTHR12687//PTHR12687:SF4 - NUCLEOLAR COMPLEX 2 AND RAD4-RELATED // NUCLEOLAR COMPLEX PROTEIN 2 HOMOLOG
Sobic.001G206700	(1 of 2) K00236 - succinate dehydrogenase (ubiquinone) cytochrome b560 subunit (SDHC, SDH3)
Sobic.001G206800	
Sobic.001G206900	(1 of 1) KOG2220 - Predicted signal transduction protein
Sobic.001G207000	(1 of 2) PTHR10288//PTHR10288:SF130 - KH DOMAIN CONTAINING RNA BINDING PROTEIN // SUBFAMILY NOT NAMED
--------------	Bin 137
Sobic.001G217100	(1 of 1) PTHR10910//PTHR10910:SF94 - EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN // SUBFAMILY NOT NAMED
Sobic.001G217800	
Sobic.001G217850	
Sobic.001G217200	(1 of 5) PF00046//PF01852//PF08670 - Homeobox domain (Homeobox) // START domain (START) // MEKHLA domain (MEKHLA)
Sobic.001G217300	(1 of 11) PF02362//PF06507 - B3 DNA binding domain (B3) // Auxin response factor (Auxin_resp)
Sobic.001G217400	(1 of 1) PTHR12136:SF41 - PLECKSTRIN HOMOLOGY (PH) AND LIPID-BINDING START DOMAIN-CONTAINING PROTEIN
Sobic.001G217500	(1 of 1) PTHR11132//PTHR11132:SF76 - SOLUTE CARRIER FAMILY 35 // SUBFAMILY NOT NAMED
Sobic.001G217600	(1 of 3) K17805 - mitochondrial import inner membrane translocase subunit TIM16 (PAM16, TIM16)
Sobic.001G217700	(1 of 3) PTHR31223//PTHR31223:SF17 - FAMILY NOT NAMED // CYTOKININ RIBOSIDE 5'-MONOPHOSPHATE PHOSPHORIBOHYDROLASE LOG3-RELATED
--------------	Bin 160
Sobic.001G244650	
Sobic.001G245000	(1 of 59) PF01535//PF13041//PF13812 - PPR repeat (PPR) // PPR repeat family (PPR_2) // Pentatricopeptide repeat domain (PPR_3)
Sobic.001G245200	(1 of 3) PTHR10579//PTHR10579:SF64 - CALCIUM-ACTIVATED CHLORIDE CHANNEL REGULATOR // SUBFAMILY NOT NAMED
Sobic.001G244500	(1 of 2) PTHR11814:SF60 - SULFATE TRANSPORTER 3.1-RELATED
Sobic.001G244600	(1 of 1) PTHR32258//PTHR32258:SF0 - FAMILY NOT NAMED // CENTROMERE PROTEIN-RELATED
Sobic.001G244700	(1 of 1) K08851 - TP53 regulating kinase and related kinases [EC:2.7.11.1] (TP53RK, PRPK, BUD32)
Sobic.001G244800	
Sobic.001G244900	(1 of 1) PTHR11200//PTHR11200:SF159 - INOSITOL 5-PHOSPHATASE // SUBFAMILY NOT NAMED
Sobic.001G245100	
Sobic.001G245300	(1 of 33) PF04570 - zinc-finger of the FCS-type, C2-C2 (zf-FLZ)
--------------	Bin 161
Sobic.001G245500	
Sobic.001G245650	
Sobic.001G245800	(1 of 16) PF07911 - Protein of unknown function (DUF1677) (DUF1677)
Sobic.001G246101	
Sobic.001G246300	(1 of 110) K10523 - speckle-type POZ protein (SPOP)
Sobic.001G246400	(1 of 110) K10523 - speckle-type POZ protein (SPOP)
Sobic.001G246600	(1 of 37) KOG1987 - Speckle-type POZ protein SPOP and related proteins with TRAF, MATH and BTB/POZ domains
Sobic.001G245400	
Sobic.001G245900	(1 of 3) PF15365 - Proline-rich nuclear receptor coactivator (PNRC)
Sobic.001G246001	(1 of 110) K10523 - speckle-type POZ protein (SPOP)
Sobic.001G246200	(1 of 30) PF00651//PF00917 - BTB/POZ domain (BTB) // MATH domain (MATH)
Sobic.001G246500	(1 of 2) PTHR11089//PTHR11089:SF29 - GTP-BINDING PROTEIN-RELATED // P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASES SUPERFAMILY PROTEIN
--------------	Bin 184
Sobic.001G260550	
--------------	Bin 188
--------------	Bin 195
Sobic.001G261577	
Sobic.001G261581	
Sobic.001G261585	(1 of 1) PTHR22812 - CHROMOBOX PROTEIN
--------------	Bin 199
Sobic.001G262601	(1 of 157) PTHR23002//PTHR23002:SF63 - ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sobic.001G262500	
--------------	Bin 216
Sobic.001G270200	(1 of 182) KOG0156 - Cytochrome P450 CYP2 subfamily
Sobic.001G270600	
Sobic.001G270900	(1 of 1) PTHR23155//PTHR23155:SF527 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sobic.001G270301	(1 of 59) PF00892 - EamA-like transporter family (EamA)
Sobic.001G270400	(1 of 1) PTHR11614//PTHR11614:SF86 - PHOSPHOLIPASE-RELATED // HYDROLASE, ALPHA/BETA FOLD FAMILY PROTEIN
Sobic.001G270500	
Sobic.001G270700	(1 of 60) PF00892 - EamA-like transporter family (EamA)
Sobic.001G270800	(1 of 2) K07933 - Rab-like protein 3 (RABL3)
--------------	Bin 218
Sobic.001G272466	
Sobic.001G272700	(1 of 107) PF12937 - F-box-like (F-box-like)
Sobic.001G272532	
Sobic.001G272600	(1 of 3) PTHR23155//PTHR23155:SF564 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sobic.001G272800	(1 of 1) PTHR23155//PTHR23155:SF570 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
--------------	Bin 236
Sobic.001G288601	(1 of 2) PTHR14155//PTHR14155:SF149 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED
Sobic.001G289000	
Sobic.001G289100	(1 of 1) PTHR31213:SF6 - ABSCISIC ACID RECEPTOR PYL1-RELATED
Sobic.001G288500	(1 of 1) PTHR11669//PTHR11669:SF13 - REPLICATION FACTOR C / DNA POLYMERASE III GAMMA-TAU SUBUNIT // SUBFAMILY NOT NAMED
Sobic.001G288700	(1 of 1) KOG4646 - Uncharacterized conserved protein, contains ARM repeats
Sobic.001G288800	(1 of 1) PTHR12746:SF2 - 60S RIBOSOMAL EXPORT PROTEIN NMD3
Sobic.001G288900	(1 of 3) K15109 - solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29 (SLC25A20_29, CACT, CACL, CRC1)
Sobic.001G289200	
Sobic.001G289400	(1 of 1) PTHR13016 - AMMECR1 HOMOLOG
Sobic.001G289500	(1 of 1) PTHR10584//PTHR10584:SF162 - SUGAR KINASE // SUBFAMILY NOT NAMED
Sobic.001G289600	(1 of 2) PTHR15141:SF52 - BAH AND TFIIS DOMAIN-CONTAINING PROTEIN
--------------	Bin 249
Sobic.001G302732	(1 of 4) PTHR23023//PTHR23023:SF138 - DIMETHYLANILINE MONOOXYGENASE // SUBFAMILY NOT NAMED
Sobic.001G302800	(1 of 1) PTHR11654//PTHR11654:SF136 - OLIGOPEPTIDE TRANSPORTER-RELATED // SUBFAMILY NOT NAMED
Sobic.001G302900	(1 of 2) PTHR10972:SF88 - OXYSTEROL-BINDING PROTEIN-RELATED PROTEIN 2A-RELATED
Sobic.001G303000	
Sobic.001G303100	
Sobic.001G303200	(1 of 1) PF00743//PF13738 - Flavin-binding monooxygenase-like (FMO-like) // Pyridine nucleotide-disulphide oxidoreductase (Pyr_redox_3)
Sobic.001G303300	(1 of 2) PTHR11062//PTHR11062:SF58 - EXOSTOSIN  HEPARAN SULFATE GLYCOSYLTRANSFERASE -RELATED // SUBFAMILY NOT NAMED
--------------	Bin 252
Sobic.001G306101	(1 of 1200) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase
Sobic.001G306200	(1 of 76) PF01357//PF03330 - Pollen allergen (Pollen_allerg_1) // Rare lipoprotein A (RlpA)-like double-psi beta-barrel (DPBB_1)
Sobic.001G306400	(1 of 76) PF01357//PF03330 - Pollen allergen (Pollen_allerg_1) // Rare lipoprotein A (RlpA)-like double-psi beta-barrel (DPBB_1)
Sobic.001G306500	(1 of 76) PF01357//PF03330 - Pollen allergen (Pollen_allerg_1) // Rare lipoprotein A (RlpA)-like double-psi beta-barrel (DPBB_1)
Sobic.001G307000	similar to Putative uncharacterized protein
Sobic.001G307100	
Sobic.001G307500	
Sobic.001G306300	(1 of 5) PF00069//PF04564 - Protein kinase domain (Pkinase)  // U-box domain (U-box)
Sobic.001G306600	(1 of 3) 1.3.1.80 - Red chlorophyll catabolite reductase / Red Chl catabolite reductase
Sobic.001G306700	(1 of 3) PF01535//PF12854//PF13812 - PPR repeat (PPR) // PPR repeat (PPR_1) // Pentatricopeptide repeat domain (PPR_3)
Sobic.001G306800	(1 of 2) PTHR32285:SF23 - PROTEIN TRICHOME BIREFRINGENCE-LIKE 12
Sobic.001G306900	(1 of 1) K12600 - superkiller protein 3 (SKI3, TTC37)
Sobic.001G307200	(1 of 4) PTHR30231 - DNA POLYMERASE III SUBUNIT EPSILON
Sobic.001G307300	(1 of 17) 1.1.1.330 - Very-long-chain 3-oxoacyl-CoA reductase / Very-long-chain beta-ketoacyl-CoA reductase
Sobic.001G307400	(1 of 1) K19329 - WW domain-containing oxidoreductase (WWOX)
Sobic.001G307450	
Sobic.001G307600	(1 of 17) 1.1.1.330 - Very-long-chain 3-oxoacyl-CoA reductase / Very-long-chain beta-ketoacyl-CoA reductase
--------------	Bin 253
Sobic.001G307800	(1 of 1) PTHR31852//PTHR31852:SF5 - FAMILY NOT NAMED // GB|AAF18257.1
Sobic.001G308100	(1 of 1) PTHR14155//PTHR14155:SF105 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED
Sobic.001G308300	similar to Putative uncharacterized protein
Sobic.001G308450	
Sobic.001G307900	(1 of 1) K18167 - succinate dehydrogenase assembly factor 1 (SDHAF1)
Sobic.001G308000	(1 of 2) PTHR13140//PTHR13140:SF402 - MYOSIN // SUBFAMILY NOT NAMED
Sobic.001G308200	(1 of 1) 1.14.99.45 - Carotene epsilon-monooxygenase / LUT1
Sobic.001G308350	
Sobic.001G308400	(1 of 1) PTHR13258//PTHR13258:SF0 - UNCHARACTERIZED // COILED-COIL DOMAIN-CONTAINING PROTEIN 132
Sobic.001G308500	(1 of 1) PTHR12526//PTHR12526:SF354 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED
Sobic.001G308600	(1 of 30) PF01190 - Pollen proteins Ole e I like (Pollen_Ole_e_I)
Sobic.001G308700	(1 of 1) PF03100 - CcmE (CcmE)
Sobic.001G308800	(1 of 2) 1.20.4.1 - Arsenate reductase (glutaredoxin)
Sobic.001G308900	(1 of 2) K15691 - E3 ubiquitin-protein ligase RFWD3 [EC:6.3.2.19] (RFWD3)
--------------	Bin 290
Sobic.001G362400	(1 of 437) PF13041 - PPR repeat family (PPR_2)
Sobic.001G362701	(1 of 303) PF00646 - F-box domain (F-box)
Sobic.001G363100	(1 of 42) PF00582 - Universal stress protein family (Usp)
Sobic.001G361750	
Sobic.001G361800	(1 of 3) PF16712 - Coiled-coil regions of plant-specific actin-binding protein (SCAB_CC)
Sobic.001G361900	(1 of 2) PTHR23070//PTHR23070:SF28 - BCS1 AAA-TYPE ATPASE // SUBFAMILY NOT NAMED
Sobic.001G362001	(1 of 1203) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase
Sobic.001G362100	(1 of 8) PF00685 - Sulfotransferase domain (Sulfotransfer_1)
Sobic.001G362200	(1 of 1) KOG1312 - DHHC-type Zn-finger proteins
Sobic.001G362300	(1 of 1) PTHR23147//PTHR23147:SF7 - SERINE/ARGININE RICH SPLICING FACTOR // SUBFAMILY NOT NAMED
Sobic.001G362500	(1 of 3) PTHR23500:SF62 - SUGAR TRANSPORTER ERD6-LIKE 14-RELATED
Sobic.001G362601	(1 of 130) PF07690 - Major Facilitator Superfamily (MFS_1)
Sobic.001G362800	(1 of 1) K06940 - uncharacterized protein (K06940)
Sobic.001G362900	(1 of 8) PTHR24298:SF58 - CYTOCHROME P450 76C1
Sobic.001G363000	(1 of 1) PTHR21496:SF6 - 3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE-LIKE PROTEIN
Sobic.001G363200	(1 of 4) PTHR33115:SF3 - ARM REPEAT SUPERFAMILY PROTEIN-RELATED
--------------	Bin 293
Sobic.001G367600	(1 of 36) PF14009 - Domain of unknown function (DUF4228) (DUF4228)
Sobic.001G368400	(1 of 2) PTHR10168//PTHR10168:SF103 - GLUTAREDOXIN // SUBFAMILY NOT NAMED
Sobic.001G368700	(1 of 2) 2.1.1.98 - Diphthine synthase
Sobic.001G369101	
Sobic.001G367301	(1 of 1) PTHR23086//PTHR23086:SF49 - PHOSPHATIDYLINOSITOL-4-PHOSPHATE 5-KINASE // SUBFAMILY NOT NAMED
Sobic.001G367500	
Sobic.001G367700	(1 of 2) 3.1.3.29 - N-acylneuraminate-9-phosphatase
Sobic.001G367800	(1 of 1) PTHR13247//PTHR13247:SF2 - TETRATRICOPEPTIDE REPEAT PROTEIN 11  TPR REPEAT PROTEIN 11 // SUBFAMILY NOT NAMED
Sobic.001G367900	(1 of 2) PTHR10502//PTHR10502:SF109 - ANNEXIN // SUBFAMILY NOT NAMED
Sobic.001G368000	(1 of 1) PTHR10502//PTHR10502:SF104 - ANNEXIN // ANNEXIN D4
Sobic.001G368100	(1 of 1) K18158 - nuclear control of ATPase protein 2 (NCA2)
Sobic.001G368300	(1 of 4) PTHR10315//PTHR10315:SF29 - SEVEN IN ABSENTIA HOMOLOG // SUBFAMILY NOT NAMED
Sobic.001G368500	(1 of 1) PTHR11655//PTHR11655:SF14 - 60S/50S RIBOSOMAL PROTEIN L6/L9 // 54S RIBOSOMAL PROTEIN L6, MITOCHONDRIAL
Sobic.001G368600	(1 of 1) PTHR10366//PTHR10366:SF384 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // NAD(P)-BINDING ROSSMANN-FOLD SUPERFAMILY PROTEIN
Sobic.001G368800	(1 of 1) K00586 - diphthine synthase [EC:2.1.1.98] (DPH5)
Sobic.001G368900	(1 of 1) PTHR32295//PTHR32295:SF41 - FAMILY NOT NAMED // CALMODULIN BINDING PROTEIN-RELATED
Sobic.001G369000	(1 of 1) K12392 - AP-1 complex subunit beta-1 (AP1B1)
Sobic.001G369200	(1 of 12) 4.2.3.104 - Alpha-humulene synthase / ZSS1
--------------	Bin 294
Sobic.001G370750	(1 of 2) PTHR31286:SF1 - NUCLEIC ACID BINDING / ZINC ION BINDING PROTEIN-RELATED
Sobic.001G370800	
Sobic.001G371500	
Sobic.001G369701	
Sobic.001G370200	
Sobic.001G370600	weakly similar to Expressed protein
Sobic.001G371600	
Sobic.001G369300	(1 of 23) 1.14.13.21 - Flavonoid 3'-monooxygenase / Flavonoid 3'-hydroxylase
Sobic.001G369401	
Sobic.001G369500	(1 of 13) 1.14.13.138 - Indolin-2-one monooxygenase / CYP71C2
Sobic.001G369550	
Sobic.001G369600	(1 of 12) 1.14.13.89 - Isoflavone 2'-hydroxylase / Isoflavone 2'-monooxygenase
Sobic.001G369800	(1 of 1) PTHR11709:SF58 - PROTEIN SKU5-LIKE 3
Sobic.001G369900	similar to Putative uncharacterized protein
Sobic.001G370000	(1 of 9) K10251 - 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase (HSD17B12, KAR, IFA38)
Sobic.001G370100	(1 of 1) PTHR15672//PTHR15672:SF16 - CAMP-REGULATED PHOSPHOPROTEIN 21 RELATED R3H DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sobic.001G370300	(1 of 1) PF00400//PF08799 - WD domain, G-beta repeat (WD40) // pre-mRNA processing factor 4 (PRP4) like (PRP4)
Sobic.001G370400	(1 of 1) PTHR15678//PTHR15678:SF8 - ANTIGEN MLAA-22-RELATED // SUBFAMILY NOT NAMED
Sobic.001G370500	(1 of 1) K14851 - ribosomal RNA-processing protein 17 (RRP17, NOL12)
Sobic.001G371000	(1 of 1) K14537 - nuclear GTP-binding protein (NUG2, GNL2)
Sobic.001G370700	(1 of 1) PTHR20863//PTHR20863:SF37 - ACYL CARRIER PROTEIN/ZINC FINGER PROTEIN 593-RELATED // SUBFAMILY NOT NAMED
